attackName(TM/HM),pokemonName
Stone Edge,Hitmonlee
Bulldoze,Hitmonlee
Rock Slide,Hitmonlee
Poison Jab,Hitmonlee
Swagger,Hitmonlee
Sleep Talk,Hitmonlee
Substitute,Hitmonlee
Rock SmashXY,Hitmonlee
Secret PowerORAS,Hitmonlee
Power-Up Punch,Hitmonlee
Confide,Hitmonlee
Strength,Hitmonlee
Rock SmashORAS,Hitmonlee
Toxic,Hitmonchan
Bulk Up,Hitmonchan
Hidden Power,Hitmonchan
Sunny Day,Hitmonchan
Protect,Hitmonchan
Rain Dance,Hitmonchan
Frustration,Hitmonchan
Earthquake,Hitmonchan
Return,Hitmonchan
Brick Break,Hitmonchan
Double Team,Hitmonchan
Rock Tomb,Hitmonchan
Facade,Hitmonchan
Rest,Hitmonchan
Attract,Hitmonchan
Thief,Hitmonchan
Low Sweep,Hitmonchan
Round,Hitmonchan
Focus Blast,Hitmonchan
Fling,Hitmonchan
Retaliate,Hitmonchan
Stone Edge,Hitmonchan
Bulldoze,Hitmonchan
Rock Slide,Hitmonchan
Swagger,Hitmonchan
Sleep Talk,Hitmonchan
Substitute,Hitmonchan
Rock SmashXY,Hitmonchan
Secret PowerORAS,Hitmonchan
Power-Up Punch,Hitmonchan
Confide,Hitmonchan
Strength,Hitmonchan
Rock SmashORAS,Hitmonchan
Toxic,Lickitung
Hidden Power,Lickitung
Sunny Day,Lickitung
Ice Beam,Lickitung
Blizzard,Lickitung
Hyper Beam,Lickitung
Protect,Lickitung
Rain Dance,Lickitung
Frustration,Lickitung
Solar Beam,Lickitung
Thunderbolt,Lickitung
Thunder,Lickitung
Earthquake,Lickitung
Return,Lickitung
Dig,Lickitung
Shadow Ball,Lickitung
Brick Break,Lickitung
Double Team,Lickitung
Flamethrower,Lickitung
Sandstorm,Lickitung
Fire Blast,Lickitung
Rock Tomb,Lickitung
Facade,Lickitung
Rest,Lickitung
Attract,Lickitung
Thief,Lickitung
Round,Lickitung
Fling,Lickitung
Incinerate,Lickitung
Retaliate,Lickitung
Giga Impact,Lickitung
Swords Dance,Lickitung
Psych Up,Lickitung
Bulldoze,Lickitung
Rock Slide,Lickitung
Dragon Tail,Lickitung
Dream Eater,Lickitung
Swagger,Lickitung
Sleep Talk,Lickitung
Substitute,Lickitung
Rock SmashXY,Lickitung
Secret PowerORAS,Lickitung
Power-Up Punch,Lickitung
Confide,Lickitung
Cut,Lickitung
Surf,Lickitung
Strength,Lickitung
Rock SmashORAS,Lickitung
Toxic,Koffing
Venoshock,Koffing
Hidden Power,Koffing
Sunny Day,Koffing
Taunt,Koffing
Protect,Koffing
Rain Dance,Koffing
Frustration,Koffing
Thunderbolt,Koffing
Thunder,Koffing
Return,Koffing
Shadow Ball,Koffing
Double Team,Koffing
Flamethrower,Koffing
Sludge Bomb,Koffing
Fire Blast,Koffing
Torment,Koffing
Facade,Koffing
Rest,Koffing
Attract,Koffing
Thief,Koffing
Round,Koffing
Incinerate,Koffing
Will-O-Wisp,Koffing
Explosion,Koffing
Payback,Koffing
Flash,Koffing
Gyro Ball,Koffing
Infestation,Koffing
Swagger,Koffing
Sleep Talk,Koffing
Substitute,Koffing
Secret PowerORAS,Koffing
Dark Pulse,Koffing
Confide,Koffing
Toxic,Weezing
Venoshock,Weezing
Hidden Power,Weezing
Sunny Day,Weezing
Taunt,Weezing
Hyper Beam,Weezing
Protect,Weezing
Rain Dance,Weezing
Frustration,Weezing
Thunderbolt,Weezing
Thunder,Weezing
Return,Weezing
Shadow Ball,Weezing
Double Team,Weezing
Flamethrower,Weezing
Sludge Bomb,Weezing
Fire Blast,Weezing
Torment,Weezing
Facade,Weezing
Rest,Weezing
Attract,Weezing
Thief,Weezing
Round,Weezing
Incinerate,Weezing
Will-O-Wisp,Weezing
Explosion,Weezing
Payback,Weezing
Giga Impact,Weezing
Flash,Weezing
Gyro Ball,Weezing
Infestation,Weezing
Swagger,Weezing
Sleep Talk,Weezing
Substitute,Weezing
Secret PowerORAS,Weezing
Dark Pulse,Weezing
Confide,Weezing
Roar,Rhyhorn
Toxic,Rhyhorn
Hidden Power,Rhyhorn
Sunny Day,Rhyhorn
Ice Beam,Rhyhorn
Blizzard,Rhyhorn
Protect,Rhyhorn
Rain Dance,Rhyhorn
Frustration,Rhyhorn
Smack DownORAS,Rhyhorn
Thunderbolt,Rhyhorn
Thunder,Rhyhorn
Earthquake,Rhyhorn
Return,Rhyhorn
Dig,Rhyhorn
Double Team,Rhyhorn
Flamethrower,Rhyhorn
Sandstorm,Rhyhorn
Fire Blast,Rhyhorn
Rock Tomb,Rhyhorn
Facade,Rhyhorn
Rest,Rhyhorn
Attract,Rhyhorn
Thief,Rhyhorn
Round,Rhyhorn
Incinerate,Rhyhorn
Payback,Rhyhorn
Rock Polish,Rhyhorn
Stone Edge,Rhyhorn
Swords Dance,Rhyhorn
Bulldoze,Rhyhorn
Rock Slide,Rhyhorn
Poison Jab,Rhyhorn
Swagger,Rhyhorn
Sleep Talk,Rhyhorn
Substitute,Rhyhorn
Rock SmashXY,Rhyhorn
Secret PowerORAS,Rhyhorn
Confide,Rhyhorn
Strength,Rhyhorn
Rock SmashORAS,Rhyhorn
Roar,Rhydon
Toxic,Rhydon
Hidden Power,Rhydon
Sunny Day,Rhydon
Ice Beam,Rhydon
Blizzard,Rhydon
Hyper Beam,Rhydon
Protect,Rhydon
Rain Dance,Rhydon
Frustration,Rhydon
Smack Down,Rhydon
Thunderbolt,Rhydon
Thunder,Rhydon
Earthquake,Rhydon
Return,Rhydon
Dig,Rhydon
Brick Break,Rhydon
Double Team,Rhydon
Flamethrower,Rhydon
Sandstorm,Rhydon
Fire Blast,Rhydon
Rock Tomb,Rhydon
Facade,Rhydon
Rest,Rhydon
Attract,Rhydon
Thief,Rhydon
Round,Rhydon
Focus Blast,Rhydon
Fling,Rhydon
Incinerate,Rhydon
Shadow Claw,Rhydon
Payback,Rhydon
Giga Impact,Rhydon
Rock Polish,Rhydon
Stone Edge,Rhydon
Swords Dance,Rhydon
Bulldoze,Rhydon
Rock Slide,Rhydon
Dragon Tail,Rhydon
Poison Jab,Rhydon
Swagger,Rhydon
Sleep Talk,Rhydon
Substitute,Rhydon
Rock SmashXY,Rhydon
Secret PowerORAS,Rhydon
Power-Up Punch,Rhydon
Confide,Rhydon
Cut,Rhydon
Surf,Rhydon
Strength,Rhydon
Rock SmashORAS,Rhydon
Calm Mind,Chansey
Toxic,Chansey
Hail,Chansey
Hidden Power,Chansey
Sunny Day,Chansey
Ice Beam,Chansey
Blizzard,Chansey
Hyper Beam,Chansey
Light Screen,Chansey
Protect,Chansey
Rain Dance,Chansey
Safeguard,Chansey
Frustration,Chansey
Solar Beam,Chansey
Thunderbolt,Chansey
Thunder,Chansey
Earthquake,Chansey
Return,Chansey
Psychic,Chansey
Shadow Ball,Chansey
Brick Break,Chansey
Double Team,Chansey
Flamethrower,Chansey
Sandstorm,Chansey
Fire Blast,Chansey
Rock Tomb,Chansey
Facade,Chansey
Rest,Chansey
Attract,Chansey
Round,Chansey
Echoed Voice,Chansey
Fling,Chansey
Charge Beam,Chansey
Incinerate,Chansey
Giga Impact,Chansey
Flash,Chansey
Thunder Wave,Chansey
Psych Up,Chansey
Bulldoze,Chansey
Rock Slide,Chansey
Dream Eater,Chansey
Grass Knot,Chansey
Swagger,Chansey
Sleep Talk,Chansey
Substitute,Chansey
Wild Charge,Chansey
Rock SmashXY,Chansey
Secret PowerORAS,Chansey
Power-Up Punch,Chansey
Dazzling Gleam,Chansey
Confide,Chansey
Strength,Chansey
Rock SmashORAS,Chansey
Toxic,Tangela
Hidden Power,Tangela
Sunny Day,Tangela
Hyper Beam,Tangela
Protect,Tangela
Frustration,Tangela
Solar Beam,Tangela
Return,Tangela
Double Team,Tangela
Reflect,Tangela
Sludge Bomb,Tangela
Facade,Tangela
Rest,Tangela
Attract,Tangela
Thief,Tangela
Round,Tangela
Energy Ball,Tangela
Giga Impact,Tangela
Flash,Tangela
Swords Dance,Tangela
Psych Up,Tangela
Infestation,Tangela
Grass Knot,Tangela
Swagger,Tangela
Sleep Talk,Tangela
Substitute,Tangela
Rock SmashXY,Tangela
Secret PowerORAS,Tangela
Confide,Tangela
Cut,Tangela
Rock SmashORAS,Tangela
Roar,Kangaskhan
Toxic,Kangaskhan
Hail,Kangaskhan
Hidden Power,Kangaskhan
Sunny Day,Kangaskhan
Ice Beam,Kangaskhan
Blizzard,Kangaskhan
Hyper Beam,Kangaskhan
Protect,Kangaskhan
Rain Dance,Kangaskhan
Safeguard,Kangaskhan
Frustration,Kangaskhan
Solar Beam,Kangaskhan
Thunderbolt,Kangaskhan
Thunder,Kangaskhan
Earthquake,Kangaskhan
Return,Kangaskhan
Dig,Kangaskhan
Shadow Ball,Kangaskhan
Brick Break,Kangaskhan
Double Team,Kangaskhan
Flamethrower,Kangaskhan
Sandstorm,Kangaskhan
Fire Blast,Kangaskhan
Rock Tomb,Kangaskhan
Aerial Ace,Kangaskhan
Facade,Kangaskhan
Rest,Kangaskhan
Attract,Kangaskhan
Thief,Kangaskhan
Round,Kangaskhan
Focus Blast,Kangaskhan
Fling,Kangaskhan
Incinerate,Kangaskhan
Shadow Claw,Kangaskhan
Retaliate,Kangaskhan
Giga Impact,Kangaskhan
Bulldoze,Kangaskhan
Rock Slide,Kangaskhan
Swagger,Kangaskhan
Sleep Talk,Kangaskhan
Substitute,Kangaskhan
Rock SmashXY,Kangaskhan
Secret PowerORAS,Kangaskhan
Power-Up Punch,Kangaskhan
Confide,Kangaskhan
Cut,Kangaskhan
Surf,Kangaskhan
Strength,Kangaskhan
Rock SmashORAS,Kangaskhan
Toxic,Horsea
Hail,Horsea
Hidden Power,Horsea
Ice Beam,Horsea
Blizzard,Horsea
Protect,Horsea
Rain Dance,Horsea
Frustration,Horsea
Return,Horsea
Double Team,Horsea
Facade,Horsea
Rest,Horsea
Attract,Horsea
Round,Horsea
Scald,Horsea
Swagger,Horsea
Sleep Talk,Horsea
Substitute,Horsea
Flash Cannon,Horsea
Secret PowerORAS,Horsea
Confide,Horsea
Surf,Horsea
Waterfall,Horsea
DiveORAS,Horsea
Toxic,Seadra
Hail,Seadra
Hidden Power,Seadra
Ice Beam,Seadra
Blizzard,Seadra
Hyper Beam,Seadra
Protect,Seadra
Rain Dance,Seadra
Frustration,Seadra
Return,Seadra
Double Team,Seadra
Facade,Seadra
Rest,Seadra
Attract,Seadra
Round,Seadra
Scald,Seadra
Giga Impact,Seadra
Swagger,Seadra
Sleep Talk,Seadra
Substitute,Seadra
Flash Cannon,Seadra
Secret PowerORAS,Seadra
Confide,Seadra
Surf,Seadra
Waterfall,Seadra
DiveORAS,Seadra
Toxic,Goldeen
Hail,Goldeen
Hidden Power,Goldeen
Ice Beam,Goldeen
Blizzard,Goldeen
Protect,Goldeen
Rain Dance,Goldeen
Frustration,Goldeen
Return,Goldeen
Double Team,Goldeen
Facade,Goldeen
Rest,Goldeen
Attract,Goldeen
Round,Goldeen
Scald,Goldeen
Poison Jab,Goldeen
Swagger,Goldeen
Sleep Talk,Goldeen
Substitute,Goldeen
Secret PowerORAS,Goldeen
Confide,Goldeen
Surf,Goldeen
Waterfall,Goldeen
DiveORAS,Goldeen
Toxic,Seaking
Hail,Seaking
Hidden Power,Seaking
Ice Beam,Seaking
Blizzard,Seaking
Hyper Beam,Seaking
Protect,Seaking
Rain Dance,Seaking
Frustration,Seaking
Return,Seaking
Double Team,Seaking
Facade,Seaking
Rest,Seaking
Attract,Seaking
Round,Seaking
Scald,Seaking
Giga Impact,Seaking
Poison Jab,Seaking
Swagger,Seaking
Sleep Talk,Seaking
Substitute,Seaking
Secret PowerORAS,Seaking
Confide,Seaking
Surf,Seaking
Waterfall,Seaking
DiveORAS,Seaking
Toxic,Staryu
Hail,Staryu
Hidden Power,Staryu
Ice Beam,Staryu
Blizzard,Staryu
Light Screen,Staryu
Protect,Staryu
Rain Dance,Staryu
Frustration,Staryu
Thunderbolt,Staryu
Thunder,Staryu
Return,Staryu
Psychic,Staryu
Double Team,Staryu
Reflect,Staryu
Facade,Staryu
Rest,Staryu
Round,Staryu
Scald,Staryu
Flash,Staryu
Thunder Wave,Staryu
Gyro Ball,Staryu
Psych Up,Staryu
Swagger,Staryu
Sleep Talk,Staryu
Substitute,Staryu
Flash Cannon,Staryu
Secret PowerORAS,Staryu
Dazzling Gleam,Staryu
Confide,Staryu
Surf,Staryu
Waterfall,Staryu
DiveORAS,Staryu
Psyshock,Starmie
Toxic,Starmie
Hail,Starmie
Hidden Power,Starmie
Ice Beam,Starmie
Blizzard,Starmie
Hyper Beam,Starmie
Light Screen,Starmie
Protect,Starmie
Rain Dance,Starmie
Frustration,Starmie
Thunderbolt,Starmie
Thunder,Starmie
Return,Starmie
Psychic,Starmie
Double Team,Starmie
Reflect,Starmie
Facade,Starmie
Rest,Starmie
Round,Starmie
Scald,Starmie
Flash,Starmie
Thunder Wave,Starmie
Gyro Ball,Starmie
Psych Up,Starmie
Dream Eater,Starmie
Grass Knot,Starmie
Swagger,Starmie
Sleep Talk,Starmie
Substitute,Starmie
Flash Cannon,Starmie
Trick Room,Starmie
Secret PowerORAS,Starmie
Dazzling Gleam,Starmie
Confide,Starmie
Surf,Starmie
Waterfall,Starmie
DiveORAS,Starmie
Psyshock,Mr. Mime
Calm Mind,Mr. Mime
Toxic,Mr. Mime
Hidden Power,Mr. Mime
Sunny Day,Mr. Mime
Taunt,Mr. Mime
Hyper Beam,Mr. Mime
Light Screen,Mr. Mime
Protect,Mr. Mime
Rain Dance,Mr. Mime
Safeguard,Mr. Mime
Frustration,Mr. Mime
Solar Beam,Mr. Mime
Thunderbolt,Mr. Mime
Thunder,Mr. Mime
Return,Mr. Mime
Psychic,Mr. Mime
Shadow Ball,Mr. Mime
Brick Break,Mr. Mime
Double Team,Mr. Mime
Reflect,Mr. Mime
Aerial Ace,Mr. Mime
Torment,Mr. Mime
Facade,Mr. Mime
Rest,Mr. Mime
Attract,Mr. Mime
Thief,Mr. Mime
Round,Mr. Mime
Focus Blast,Mr. Mime
Energy Ball,Mr. Mime
Fling,Mr. Mime
Charge Beam,Mr. Mime
Payback,Mr. Mime
Giga Impact,Mr. Mime
Flash,Mr. Mime
Thunder Wave,Mr. Mime
Psych Up,Mr. Mime
Infestation,Mr. Mime
Dream Eater,Mr. Mime
Grass Knot,Mr. Mime
Swagger,Mr. Mime
Sleep Talk,Mr. Mime
Substitute,Mr. Mime
Trick Room,Mr. Mime
Secret PowerORAS,Mr. Mime
Power-Up Punch,Mr. Mime
Dazzling Gleam,Mr. Mime
Confide,Mr. Mime
Toxic,Scyther
Hidden Power,Scyther
Sunny Day,Scyther
Hyper Beam,Scyther
Light Screen,Scyther
Protect,Scyther
Rain Dance,Scyther
Roost,Scyther
Safeguard,Scyther
Frustration,Scyther
Return,Scyther
Brick Break,Scyther
Double Team,Scyther
Aerial Ace,Scyther
Facade,Scyther
Rest,Scyther
Attract,Scyther
Thief,Scyther
Round,Scyther
Steel Wing,Scyther
False Swipe,Scyther
Giga Impact,Scyther
Swords Dance,Scyther
Struggle Bug,Scyther
X-Scissor,Scyther
Swagger,Scyther
Sleep Talk,Scyther
U-turn,Scyther
Substitute,Scyther
Rock SmashXY,Scyther
Secret PowerORAS,Scyther
Confide,Scyther
Cut,Scyther
Rock SmashORAS,Scyther
Psyshock,Jynx
Calm Mind,Jynx
Toxic,Jynx
Hail,Jynx
Hidden Power,Jynx
Taunt,Jynx
Ice Beam,Jynx
Blizzard,Jynx
Hyper Beam,Jynx
Light Screen,Jynx
Protect,Jynx
Rain Dance,Jynx
Frustration,Jynx
Return,Jynx
Psychic,Jynx
Shadow Ball,Jynx
Brick Break,Jynx
Double Team,Jynx
Reflect,Jynx
Torment,Jynx
Facade,Jynx
Rest,Jynx
Attract,Jynx
Thief,Jynx
Round,Jynx
Echoed Voice,Jynx
Focus Blast,Jynx
Energy Ball,Jynx
Fling,Jynx
Payback,Jynx
Giga Impact,Jynx
Flash,Jynx
Psych Up,Jynx
Frost Breath,Jynx
Dream Eater,Jynx
Grass Knot,Jynx
Swagger,Jynx
Sleep Talk,Jynx
Substitute,Jynx
Trick Room,Jynx
Secret PowerORAS,Jynx
Power-Up Punch,Jynx
Confide,Jynx
Toxic,Electabuzz
Hidden Power,Electabuzz
Hyper Beam,Electabuzz
Light Screen,Electabuzz
Protect,Electabuzz
Rain Dance,Electabuzz
Frustration,Electabuzz
Thunderbolt,Electabuzz
Thunder,Electabuzz
Return,Electabuzz
Psychic,Electabuzz
Brick Break,Electabuzz
Double Team,Electabuzz
Facade,Electabuzz
Rest,Electabuzz
Attract,Electabuzz
Thief,Electabuzz
Low Sweep,Electabuzz
Round,Electabuzz
Focus Blast,Electabuzz
Fling,Electabuzz
Charge Beam,Electabuzz
Giga Impact,Electabuzz
Flash,Electabuzz
Volt Switch,Electabuzz
Thunder Wave,Electabuzz
Swagger,Electabuzz
Sleep Talk,Electabuzz
Substitute,Electabuzz
Wild Charge,Electabuzz
Rock SmashXY,Electabuzz
Secret PowerORAS,Electabuzz
Power-Up Punch,Electabuzz
Confide,Electabuzz
Strength,Electabuzz
Rock SmashORAS,Electabuzz
Toxic,Magmar
Hidden Power,Magmar
Sunny Day,Magmar
Hyper Beam,Magmar
Protect,Magmar
Frustration,Magmar
Return,Magmar
Psychic,Magmar
Brick Break,Magmar
Double Team,Magmar
Flamethrower,Magmar
Fire Blast,Magmar
Facade,Magmar
Flame Charge,Magmar
Rest,Magmar
Attract,Magmar
Thief,Magmar
Low Sweep,Magmar
Round,Magmar
Overheat,Magmar
Focus Blast,Magmar
Fling,Magmar
Incinerate,Magmar
Will-O-Wisp,Magmar
Giga Impact,Magmar
Swagger,Magmar
Sleep Talk,Magmar
Substitute,Magmar
Rock SmashXY,Magmar
Secret PowerORAS,Magmar
Power-Up Punch,Magmar
Confide,Magmar
Strength,Magmar
Rock SmashORAS,Magmar
Toxic,Pinsir
Bulk Up,Pinsir
Hidden Power,Pinsir
Sunny Day,Pinsir
Hyper Beam,Pinsir
Protect,Pinsir
Rain Dance,Pinsir
Frustration,Pinsir
Smack Down,Pinsir
Earthquake,Pinsir
Return,Pinsir
Dig,Pinsir
Brick Break,Pinsir
Double Team,Pinsir
Rock Tomb,Pinsir
Facade,Pinsir
Rest,Pinsir
Attract,Pinsir
Thief,Pinsir
Round,Pinsir
Focus Blast,Pinsir
False Swipe,Pinsir
Fling,Pinsir
Giga Impact,Pinsir
Stone Edge,Pinsir
Swords Dance,Pinsir
Struggle Bug,Pinsir
Bulldoze,Pinsir
Rock Slide,Pinsir
X-Scissor,Pinsir
Swagger,Pinsir
Sleep Talk,Pinsir
Substitute,Pinsir
Rock SmashXY,Pinsir
Secret PowerORAS,Pinsir
Confide,Pinsir
Cut,Pinsir
Strength,Pinsir
Rock SmashORAS,Pinsir
Toxic,Tauros
Hidden Power,Tauros
Sunny Day,Tauros
Ice Beam,Tauros
Blizzard,Tauros
Hyper Beam,Tauros
Protect,Tauros
Rain Dance,Tauros
Frustration,Tauros
Solar Beam,Tauros
Thunderbolt,Tauros
Thunder,Tauros
Earthquake,Tauros
Return,Tauros
Double Team,Tauros
Flamethrower,Tauros
Sandstorm,Tauros
Fire Blast,Tauros
Rock Tomb,Tauros
Facade,Tauros
Rest,Tauros
Attract,Tauros
Round,Tauros
Incinerate,Tauros
Payback,Tauros
Retaliate,Tauros
Giga Impact,Tauros
Stone Edge,Tauros
Bulldoze,Tauros
Rock Slide,Tauros
Swagger,Tauros
Sleep Talk,Tauros
Substitute,Tauros
Wild Charge,Tauros
Rock SmashXY,Tauros
Secret PowerORAS,Tauros
Confide,Tauros
Surf,Tauros
Strength,Tauros
Rock SmashORAS,Tauros
Roar,Magikarp
Toxic,Magikarp
Hail,Magikarp
Hidden Power,Gyarados
Taunt,Gyarados
Ice Beam,Gyarados
Blizzard,Gyarados
Hyper Beam,Gyarados
Protect,Gyarados
Rain Dance,Gyarados
Frustration,Gyarados
Thunderbolt,Gyarados
Thunder,Gyarados
Earthquake,Gyarados
Return,Gyarados
Double Team,Gyarados
Flamethrower,Gyarados
Sandstorm,Gyarados
Fire Blast,Gyarados
Torment,Gyarados
Facade,Gyarados
Rest,Gyarados
Attract,Gyarados
Round,Gyarados
Scald,Gyarados
Incinerate,Gyarados
Payback,Gyarados
Giga Impact,Gyarados
Stone Edge,Gyarados
Thunder Wave,Gyarados
Bulldoze,Gyarados
Dragon Tail,Gyarados
Swagger,Gyarados
Sleep Talk,Gyarados
Substitute,Gyarados
Rock SmashXY,Gyarados
Secret PowerORAS,Gyarados
Dark Pulse,Gyarados
Confide,Gyarados
Surf,Gyarados
Strength,Gyarados
Waterfall,Gyarados
Rock SmashORAS,Gyarados
DiveORAS,Gyarados
Roar,Lapras
Toxic,Lapras
Hail,Lapras
Hidden Power,Lapras
Ice Beam,Lapras
Blizzard,Lapras
Hyper Beam,Lapras
Protect,Lapras
Safeguard,Lapras
Frustration,Lapras
Thunderbolt,Lapras
Thunder,Lapras
Return,Lapras
Psychic,Lapras
Double Team,Lapras
Facade,Lapras
Rest,Lapras
Attract,Lapras
Round,Lapras
Echoed Voice,Lapras
Giga Impact,Lapras
Bulldoze,Lapras
Frost Breath,Lapras
Swagger,Lapras
Sleep Talk,Lapras
Substitute,Lapras
Rock SmashXY,Lapras
Secret PowerORAS,Lapras
Confide,Lapras
Surf,Lapras
Strength,Lapras
Waterfall,Lapras
Rock SmashORAS,Lapras
DiveORAS,Lapras
,Ditto
Toxic,Eevee
Hidden Power,Eevee
Sunny Day,Eevee
Protect,Eevee
Rain Dance,Eevee
Frustration,Eevee
Return,Eevee
Dig,Eevee
Shadow Ball,Eevee
Double Team,Eevee
Facade,Eevee
Rest,Eevee
Attract,Eevee
Round,Eevee
Echoed Voice,Eevee
Retaliate,Eevee
Swagger,Eevee
Sleep Talk,Eevee
Substitute,Eevee
Secret PowerORAS,Eevee
Confide,Eevee
Roar,Vaporeon
Toxic,Vaporeon
Hail,Vaporeon
Hidden Power,Vaporeon
Sunny Day,Vaporeon
Ice Beam,Vaporeon
Blizzard,Vaporeon
Hyper Beam,Vaporeon
Protect,Vaporeon
Rain Dance,Vaporeon
Frustration,Vaporeon
Return,Vaporeon
Dig,Vaporeon
Shadow Ball,Vaporeon
Double Team,Vaporeon
Facade,Vaporeon
Rest,Vaporeon
Attract,Vaporeon
Round,Vaporeon
Echoed Voice,Vaporeon
Scald,Vaporeon
Retaliate,Vaporeon
Giga Impact,Vaporeon
Swagger,Vaporeon
Sleep Talk,Vaporeon
Substitute,Vaporeon
Rock SmashXY,Vaporeon
Secret PowerORAS,Vaporeon
Confide,Vaporeon
Surf,Vaporeon
Strength,Vaporeon
Waterfall,Vaporeon
Rock SmashORAS,Vaporeon
DiveORAS,Vaporeon
Roar,Jolteon
Toxic,Jolteon
Hidden Power,Jolteon
Sunny Day,Jolteon
Hyper Beam,Jolteon
Light Screen,Jolteon
Protect,Jolteon
Rain Dance,Jolteon
Frustration,Jolteon
Thunderbolt,Jolteon
Thunder,Jolteon
Return,Jolteon
Dig,Jolteon
Shadow Ball,Jolteon
Double Team,Jolteon
Facade,Jolteon
Rest,Jolteon
Attract,Jolteon
Round,Jolteon
Echoed Voice,Jolteon
Charge Beam,Jolteon
Retaliate,Jolteon
Giga Impact,Jolteon
Flash,Jolteon
Volt Switch,Jolteon
Thunder Wave,Jolteon
Swagger,Jolteon
Sleep Talk,Jolteon
Substitute,Jolteon
Wild Charge,Jolteon
Rock SmashXY,Jolteon
Secret PowerORAS,Jolteon
Confide,Jolteon
Strength,Jolteon
Rock SmashORAS,Jolteon
Roar,Flareon
Toxic,Flareon
Hidden Power,Flareon
Sunny Day,Flareon
Hyper Beam,Flareon
Protect,Flareon
Rain Dance,Flareon
Frustration,Flareon
Return,Flareon
Dig,Flareon
Shadow Ball,Flareon
Double Team,Flareon
Flamethrower,Flareon
Fire Blast,Flareon
Facade,Flareon
Flame Charge,Flareon
Rest,Flareon
Attract,Flareon
Round,Flareon
Echoed Voice,Flareon
Overheat,Flareon
Incinerate,Flareon
Will-O-Wisp,Flareon
Retaliate,Flareon
Giga Impact,Flareon
Swagger,Flareon
Sleep Talk,Flareon
Substitute,Flareon
Rock SmashXY,Flareon
Secret PowerORAS,Flareon
Confide,Flareon
Strength,Flareon
Rock SmashORAS,Flareon
Psyshock,Porygon
Toxic,Porygon
Hidden Power,Porygon
Sunny Day,Porygon
Ice Beam,Porygon
Blizzard,Porygon
Hyper Beam,Porygon
Protect,Porygon
Rain Dance,Porygon
Frustration,Porygon
Solar Beam,Porygon
Thunderbolt,Porygon
Thunder,Porygon
Return,Porygon
Psychic,Porygon
Shadow Ball,Porygon
Double Team,Porygon
Aerial Ace,Porygon
Facade,Porygon
Rest,Porygon
Thief,Porygon
Round,Porygon
Charge Beam,Porygon
Giga Impact,Porygon
Flash,Porygon
Thunder Wave,Porygon
Psych Up,Porygon
Dream Eater,Porygon
Swagger,Porygon
Sleep Talk,Porygon
Substitute,Porygon
Trick Room,Porygon
Secret PowerORAS,Porygon
Confide,Porygon
Toxic,Omanyte
Hail,Omanyte
Hidden Power,Omanyte
Ice Beam,Omanyte
Blizzard,Omanyte
Protect,Omanyte
Rain Dance,Omanyte
Frustration,Omanyte
Smack Down,Omanyte
Return,Omanyte
Double Team,Omanyte
Sandstorm,Omanyte
Rock Tomb,Omanyte
Facade,Omanyte
Rest,Omanyte
Attract,Omanyte
Thief,Omanyte
Round,Omanyte
Scald,Omanyte
Rock Polish,Omanyte
Gyro Ball,Omanyte
Rock Slide,Omanyte
Swagger,Omanyte
Sleep Talk,Omanyte
Substitute,Omanyte
Rock SmashXY,Omanyte
Secret PowerORAS,Omanyte
Confide,Omanyte
Surf,Omanyte
Waterfall,Omanyte
Rock SmashORAS,Omanyte
DiveORAS,Omanyte
Toxic,Omastar
Hail,Omastar
Hidden Power,Omastar
Ice Beam,Omastar
Blizzard,Omastar
Hyper Beam,Omastar
Protect,Omastar
Rain Dance,Omastar
Frustration,Omastar
Smack Down,Omastar
Return,Omastar
Double Team,Omastar
Sandstorm,Omastar
Rock Tomb,Omastar
Facade,Omastar
Rest,Omastar
Attract,Omastar
Thief,Omastar
Round,Omastar
Scald,Omastar
Giga Impact,Omastar
Rock Polish,Omastar
Stone Edge,Omastar
Gyro Ball,Omastar
Rock Slide,Omastar
Swagger,Omastar
Sleep Talk,Omastar
Substitute,Omastar
Rock SmashXY,Omastar
Secret PowerORAS,Omastar
Confide,Omastar
Surf,Omastar
Waterfall,Omastar
Rock SmashORAS,Omastar
DiveORAS,Omastar
Hone Claws,Kabuto
Toxic,Kabuto
Hail,Kabuto
Hidden Power,Kabuto
Ice Beam,Kabuto
Blizzard,Kabuto
Protect,Kabuto
Rain Dance,Kabuto
Frustration,Kabuto
Smack Down,Kabuto
Return,Kabuto
Dig,Kabuto
Double Team,Kabuto
Sandstorm,Kabuto
Rock Tomb,Kabuto
Facade,Kabuto
Rest,Kabuto
Attract,Kabuto
Thief,Kabuto
Round,Kabuto
Scald,Kabuto
Rock Polish,Kabuto
Rock Slide,Kabuto
Swagger,Kabuto
Sleep Talk,Kabuto
Substitute,Kabuto
Rock SmashXY,Kabuto
Secret PowerORAS,Kabuto
Confide,Kabuto
Surf,Kabuto
Waterfall,Kabuto
Rock SmashORAS,Kabuto
Hone Claws,Kabutops
Toxic,Kabutops
Hail,Kabutops
Hidden Power,Kabutops
Ice Beam,Kabutops
Blizzard,Kabutops
Hyper Beam,Kabutops
Protect,Kabutops
Rain Dance,Kabutops
Frustration,Kabutops
Smack Down,Kabutops
Return,Kabutops
Dig,Kabutops
Brick Break,Kabutops
Double Team,Kabutops
Sandstorm,Kabutops
